"chromosome_name","start_position","end_position","ensembl_gene_id","entrezgene_id","gene_biotype","entrezgene_accession","entrezgene_description","go_id","name_1006","definition_1006"
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0001085","RNA polymerase II transcription factor binding","Interacting selectively and non-covalently with an RNA polymerase II transcription factor, any protein required to initiate or regulate transcription by RNA polymerase II."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0055007","cardiac muscle cell differentiation","The process in which a cardiac muscle precursor cell acquires specialized features of a cardiac muscle cell. Cardiac muscle cells are striated muscle cells that are responsible for heart contraction."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0019827","stem cell population maintenance","The process by which an organism or tissue maintains a population of stem cells of a single type.  This can be achieved by a number of mechanisms: stem cell asymmetric division maintains stem cell numbers; stem cell symmetric division increases them; maintenance of a stem cell niche maintains the conditions for commitment to the stem cell fate for some types of stem cell; stem cells may arise de novo from other cell types."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0035050","embryonic heart tube development","The process whose specific outcome is the progression of the embryonic heart tube over time, from its formation to the mature structure. The heart tube forms as the heart rudiment from the heart field."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0001102","RNA polymerase II activating transcription factor binding","Interacting selectively and non-covalently with an RNA polymerase II transcription activating factor, a protein involved in positive regulation of transcription."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0009887","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0060021","roof of mouth development","The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0007569","cell aging","An aging process that has as participant a cell after a cell has stopped dividing. Cell aging may occur when a cell has temporarily stopped dividing through cell cycle arrest (GO:0007050) or when a cell has permanently stopped dividing, in which case it is undergoing cellular senescence (GO:0090398). May precede cell death (GO:0008219) and succeed cell maturation (GO:0048469)."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0035116","embryonic hindlimb morphogenesis","The process, occurring in the embryo, by which the anatomical structures of the hindlimbs are generated and organized. The hindlimbs are the posterior limbs of an animal."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0060596","mammary placode formation","The developmental process in which the mammary placode forms. The mammary placode is a transient lens shaped structure that will give rise to the mammary bud proper."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0010159","specification of animal organ position","The regionalization process in which information that determines the correct position at which animal organ primordia are formed is generated and perceived resulting in correct positioning of the new animal organ."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0051145","smooth muscle cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of a smooth muscle cell; smooth muscle lacks transverse striations in its constituent fibers and are almost always involuntary."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0030857","negative regulation of epithelial cell differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of epithelial cell differentiation."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0003151","outflow tract morphogenesis","The process in which the anatomical structures of the outflow tract are generated and organized. The outflow tract is the portion of the heart through which blood flows into the arteries."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0060444","branching involved in mammary gland duct morphogenesis","The process in which the branching structure of the mammary gland duct is generated and organized. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:1990837","sequence-specific double-stranded DNA binding","Interacting selectively and non-covalently with double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0035136","forelimb morphogenesis","The process in which the anatomical structures of the forelimb are generated and organized. The forelimbs are the front limbs of an animal, e.g. the arms of a human."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0090398","cellular senescence","A cell aging process stimulated in response to cellular stress, whereby normal cells lose the ability to divide through irreversible cell cycle arrest."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0045787","positive regulation of cell cycle","Any process that activates or increases the rate or extent of progression through the cell cycle."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0001501","skeletal system development","The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0003007","heart morphogenesis","The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0003167","atrioventricular bundle cell differentiation","The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cell of the atrioventricular bundle. These cells are specialized cardiomyocytes that transmit signals from the AV node to the cardiac Purkinje fibers."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0021761","limbic system development","The progression of the limbic system over time from its initial formation until its mature state. The limbic system is a collection of structures in the brain involved in emotion, motivation and emotional aspects of memory."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0060412","ventricular septum morphogenesis","The developmental process in which a ventricular septum is generated and organized. A ventricular septum is an anatomical structure that separates the lower chambers (ventricles) of the heart from one another."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0060931","sinoatrial node cell development","The process whose specific outcome is the progression of a sinoatrial (SA) node cell over time, from its formation to the mature state. SA node cells are pacemaker cells that are found in the sinoatrial node."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:2000648","positive regulation of stem cell proliferation","Any process that activates or increases the frequency, rate or extent of stem cell proliferation."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0008595","anterior/posterior axis specification, embryo","The specification of the anterior/posterior axis of the embryo by the products of genes expressed maternally and genes expressed in the zygote."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0030539","male genitalia development","The process whose specific outcome is the progression of the male genitalia over time, from its formation to the mature structure."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0030540","female genitalia development","The process whose specific outcome is the progression of the female genitalia over time, from formation to the mature structure."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0032275","luteinizing hormone secretion","The regulated release of luteinizing hormone, a gonadotropic glycoprotein hormone secreted by the anterior pituitary."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0035115","embryonic forelimb morphogenesis","The process, occurring in the embryo, by which the anatomical structures of the forelimb are generated and organized. The forelimbs are the front limbs of an animal, e.g. the arms of a human."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0045662","negative regulation of myoblast differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of myoblast differentiation. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0046884","follicle-stimulating hormone secretion","The regulated release of follicle-stimulating hormone, a gonadotropic glycoprotein hormone secreted by the anterior pituitary."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0048332","mesoderm morphogenesis","The process in which the anatomical structures of the mesoderm are generated and organized."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0006355","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"15",4923420,4934337,"ENSTGUG00000020925",100232374,"protein_coding","TBX3","T-box transcription factor 3","GO:0072105","ureteric peristalsis","A wavelike sequence of involuntary muscular contraction and relaxation that passes along the ureter, impelling the contents onwards. The ureter is one of a pair of thick-walled tubes that transports urine from the kidney pelvis to the urinary bladder."
"20",4185163,4224583,"ENSTGUG00000004541",100232494,"protein_coding","ARHGAP40","Rho GTPase activating protein 40","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0003924","GTPase activity","Catalysis of the reaction: GTP + H2O = GDP + phosphate."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0005525","GTP binding","Interacting selectively and non-covalently with GTP, guanosine triphosphate."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0019001","guanyl nucleotide binding","Interacting selectively and non-covalently with guanyl nucleotides, any compound consisting of guanosine esterified with (ortho)phosphate."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0031683","G-protein beta/gamma-subunit complex binding","Interacting selectively and non-covalently with a complex of G-protein beta/gamma subunits."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand, where the pathway proceeds through activation or inhibition of adenylyl cyclase activity and a subsequent change in the concentration of cyclic AMP (cAMP)."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0019003","GDP binding","Interacting selectively and non-covalently with GDP, guanosine 5'-diphosphate."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand, where the pathway proceeds through inhibition of adenylyl cyclase activity and a subsequent decrease in the concentration of cyclic AMP (cAMP)."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0007212","dopamine receptor signaling pathway","The series of molecular signals generated as a consequence of a dopamine receptor binding to one of its physiological ligands."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0016239","positive regulation of macroautophagy","Any process, such as recognition of nutrient depletion, that activates or increases the rate of macroautophagy to bring cytosolic macromolecules to the vacuole/lysosome for degradation."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0046039","GTP metabolic process","The chemical reactions and pathways involving GTP, guanosine triphosphate."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0051301","cell division","The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0000139","Golgi membrane","The lipid bilayer surrounding any of the compartments of the Golgi apparatus."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0005789","endoplasmic reticulum membrane","The lipid bilayer surrounding the endoplasmic reticulum."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0005794","Golgi apparatus","A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0005813","centrosome","A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0005886","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"26",5092071,5120820,"ENSTGUG00000001134",100232622,"protein_coding","GNAI3","G protein subunit alpha i3","GO:0030496","midbody","A thin cytoplasmic bridge formed between daughter cells at the end of cytokinesis. The midbody forms where the contractile ring constricts, and may persist for some time before finally breaking to complete cytokinesis."
"9",11142716,11164376,"ENSTGUG00000008671",101233843,"protein_coding","PCOLCE2","procollagen C-endopeptidase enhancer 2","GO:0005576","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"9",11142716,11164376,"ENSTGUG00000008671",101233843,"protein_coding","PCOLCE2","procollagen C-endopeptidase enhancer 2","GO:0010952","positive regulation of peptidase activity","Any process that increases the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."
"9",11142716,11164376,"ENSTGUG00000008671",101233843,"protein_coding","PCOLCE2","procollagen C-endopeptidase enhancer 2","GO:0005518","collagen binding","Interacting selectively and non-covalently with collagen, a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."
"9",11142716,11164376,"ENSTGUG00000008671",101233843,"protein_coding","PCOLCE2","procollagen C-endopeptidase enhancer 2","GO:0008201","heparin binding","Interacting selectively and non-covalently with heparin, any member of a group of glycosaminoglycans found mainly as an intracellular component of mast cells and which consist predominantly of alternating alpha-(1->4)-linked D-galactose and N-acetyl-D-glucosamine-6-sulfate residues."
"9",11142716,11164376,"ENSTGUG00000008671",101233843,"protein_coding","PCOLCE2","procollagen C-endopeptidase enhancer 2","GO:0016504","peptidase activator activity","Binds to and increases the activity of a peptidase, any enzyme that catalyzes the hydrolysis peptide bonds."
"9",11142716,11164376,"ENSTGUG00000008671",101233843,"protein_coding","PCOLCE2","procollagen C-endopeptidase enhancer 2","GO:1990830","cellular response to leukemia inhibitory factor","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a leukemia inhibitory factor stimulus."
"9",11142716,11164376,"ENSTGUG00000008671",101233843,"protein_coding","PCOLCE2","procollagen C-endopeptidase enhancer 2","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"3",90035649,90035739,"ENSTGUG00000017667",102466653,"miRNA","MIR1641","microRNA mir-1641","","",""
"1A",49002982,49011739,"ENSTGUG00000028873",105758589,"protein_coding","LOC105758589","thiosulfate sulfurtransferase","GO:0004792","thiosulfate sulfurtransferase activity","Catalysis of the reaction: hydrogen cyanide + thiosulfate = H(+) + sulfite + thiocyanate."
"1A",49002982,49011739,"ENSTGUG00000028873",105758589,"protein_coding","LOC105758589","thiosulfate sulfurtransferase","GO:0005739","mitochondrion","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"1A",49002982,49011739,"ENSTGUG00000028873",105758589,"protein_coding","LOC105758589","thiosulfate sulfurtransferase","GO:0030855","epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."
"1A",49002982,49011739,"ENSTGUG00000028873",105758589,"protein_coding","LOC105758589","thiosulfate sulfurtransferase","GO:0008097","5S rRNA binding","Interacting selectively and non-covalently with 5S ribosomal RNA, the smallest RNA constituent of a ribosome."
"1A",49002982,49011739,"ENSTGUG00000028873",105758589,"protein_coding","LOC105758589","thiosulfate sulfurtransferase","GO:0035928","rRNA import into mitochondrion","The process in which a rRNA, ribosomal ribonucleic acid, transported from the cytosol, into the mitochondrial matrix."
"1A",49002982,49011739,"ENSTGUG00000028873",105758589,"protein_coding","LOC105758589","thiosulfate sulfurtransferase","GO:0051029","rRNA transport","The directed movement of rRNA, ribosomal ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"21",6057323,6074319,"ENSTGUG00000028122",105758740,"protein_coding","LOC105758740","SUZ domain-containing protein 1","","",""
"26",2318846,2326682,"ENSTGUG00000017436",105758893,"protein_coding","PGC","progastricsin","GO:0008233","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid."
"26",2318846,2326682,"ENSTGUG00000017436",105758893,"protein_coding","PGC","progastricsin","GO:0016787","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."
"26",2318846,2326682,"ENSTGUG00000017436",105758893,"protein_coding","PGC","progastricsin","GO:0006508","proteolysis","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."
"26",2318846,2326682,"ENSTGUG00000017436",105758893,"protein_coding","PGC","progastricsin","GO:0004190","aspartic-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which a water molecule bound by the side chains of aspartic residues at the active center acts as a nucleophile."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to activate or increase transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0045944","positive regulation of transcription by RNA polymerase II","Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0007422","peripheral nervous system development","The process whose specific outcome is the progression of the peripheral nervous system over time, from its formation to the mature structure. The peripheral nervous system is one of the two major divisions of the nervous system. Nerves in the PNS connect the central nervous system (CNS) with sensory organs, other organs, muscles, blood vessels and glands."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0043565","sequence-specific DNA binding","Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0001938","positive regulation of endothelial cell proliferation","Any process that activates or increases the rate or extent of endothelial cell proliferation."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0007274","neuromuscular synaptic transmission","The process of synaptic transmission from a neuron to a muscle, across a synapse."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0033089","positive regulation of T cell differentiation in thymus","Any process that activates or increases the frequency, rate or extent of T cell differentiation in the thymus."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0045586","regulation of gamma-delta T cell differentiation","Any process that modulates the frequency, rate or extent of gamma-delta T cell differentiation."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0002042","cell migration involved in sprouting angiogenesis","The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0035767","endothelial cell chemotaxis","The directed movement of an endothelial cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0035924","cellular response to vascular endothelial growth factor stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vascular endothelial growth factor stimulus."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0043066","negative regulation of apoptotic process","Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:0044344","cellular response to fibroblast growth factor stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an fibroblast growth factor stimulus."
"22",2181938,2186715,"ENSTGUG00000028688",105760558,"protein_coding","EGR3","early growth response 3","GO:1990837","sequence-specific double-stranded DNA binding","Interacting selectively and non-covalently with double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding."
"17",738456,755657,"ENSTGUG00000002500",105760939,"protein_coding","NOXA1","NADPH oxidase activator 1","GO:0043020","NADPH oxidase complex","A enzyme complex of which the core is a heterodimer composed of a light (alpha) and heavy (beta) chain, and requires several other water-soluble proteins of cytosolic origin for activity. Functions in superoxide generation by the NADPH-dependent reduction of O2."
"17",738456,755657,"ENSTGUG00000002500",105760939,"protein_coding","NOXA1","NADPH oxidase activator 1","GO:0006801","superoxide metabolic process","The chemical reactions and pathways involving superoxide, the superoxide anion O2- (superoxide free radical), or any compound containing this species."
"17",738456,755657,"ENSTGUG00000002500",105760939,"protein_coding","NOXA1","NADPH oxidase activator 1","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"26",4982673,5072568,"ENSTGUG00000023165",115490595,"protein_coding","LOC115490595","glutathione S-transferase Mu 1-like","GO:0004364","glutathione transferase activity","Catalysis of the reaction: R-X + glutathione = H-X + R-S-glutathione. R may be an aliphatic, aromatic or heterocyclic group; X may be a sulfate, nitrile or halide group."
"26",4982673,5072568,"ENSTGUG00000023165",115490595,"protein_coding","LOC115490595","glutathione S-transferase Mu 1-like","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"26",4982673,5072568,"ENSTGUG00000023165",115490595,"protein_coding","LOC115490595","glutathione S-transferase Mu 1-like","GO:0042802","identical protein binding","Interacting selectively and non-covalently with an identical protein or proteins."
"26",4982673,5072568,"ENSTGUG00000023165",115490595,"protein_coding","LOC115490595","glutathione S-transferase Mu 1-like","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"26",4982673,5072568,"ENSTGUG00000023165",115490595,"protein_coding","LOC115490595","glutathione S-transferase Mu 1-like","GO:0045171","intercellular bridge","A direct connection between the cytoplasm of two cells that is formed following the completion of cleavage furrow ingression during cell division. They are usually present only briefly prior to completion of cytokinesis. However, in some cases, such as the bridges between germ cells during their development, they become stabilised."
"26",4982673,5072568,"ENSTGUG00000023165",115490595,"protein_coding","LOC115490595","glutathione S-transferase Mu 1-like","GO:0019899","enzyme binding","Interacting selectively and non-covalently with any enzyme."
"26",4982673,5072568,"ENSTGUG00000023165",115490595,"protein_coding","LOC115490595","glutathione S-transferase Mu 1-like","GO:0006749","glutathione metabolic process","The chemical reactions and pathways involving glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins; it has a specific role in the reduction of hydrogen peroxide (H2O2) and oxidized ascorbate, and it participates in the gamma-glutamyl cycle."
"26",4982673,5072568,"ENSTGUG00000023165",115490595,"protein_coding","LOC115490595","glutathione S-transferase Mu 1-like","GO:0043627","response to estrogen","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by an estrogen, C18 steroid hormones that can stimulate the development of female sexual characteristics."
"26",4982673,5072568,"ENSTGUG00000023165",115490595,"protein_coding","LOC115490595","glutathione S-transferase Mu 1-like","GO:0042803","protein homodimerization activity","Interacting selectively and non-covalently with an identical protein to form a homodimer."
